Move,Type,Cat.,Pwr.,Acc.,PP,S. Contest,Appeal,Pokemon Name,level
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Alakazam,18
Miracle Eye,Psychic,Status,—,—%,40,Cute,1 ♥,Alakazam,22
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Alakazam,24
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Alakazam,28
Recover,Normal,Status,—,—%,10,Smart,0,Alakazam,30
Psycho Cut,Psychic,Physical,70,100%,20,Cool,2 ♥♥,Alakazam,34
Calm Mind,Psychic,Status,—,—%,20,Smart,0,Alakazam,36
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Alakazam,40
Future Sight,Psychic,Special,80,90%,15,Smart,2 ♥♥,Alakazam,42
Trick,Psychic,Status,—,100%,10,Smart,0,Alakazam,46
Transform,Normal,Status,—,—%,10,Smart,1 ♥,Ditto,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Pineco,1
Protect,Normal,Status,—,—%,10,Cute,0,Pineco,1
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Pineco,6
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Pineco,12
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Pineco,9
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Pineco,17
Bide,Normal,Physical,—,—%,10,Tough,2 ♥♥,Pineco,20
Natural Gift,Normal,Physical,—,100%,15,Cool,2 ♥♥,Pineco,23
Spikes,Ground,Status,—,—%,20,Smart,2 ♥♥,Pineco,28
Payback,Dark,Physical,50,100%,10,Cool,1 ♥,Pineco,31
Explosion,Normal,Physical,250,100%,5,Beauty,0,Pineco,34
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Pineco,39
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Pineco,42
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Pineco,45
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Forretress,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Forretress,1
Protect,Normal,Status,—,—%,10,Cute,0,Forretress,1
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Forretress,1
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Forretress,1
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Forretress,1
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Forretress,6
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Forretress,12
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Forretress,9
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Forretress,17
Bide,Normal,Physical,—,—%,10,Tough,2 ♥♥,Forretress,20
Natural Gift,Normal,Physical,—,100%,15,Cool,2 ♥♥,Forretress,23
Spikes,Ground,Status,—,—%,20,Smart,2 ♥♥,Forretress,28
Payback,Dark,Physical,50,100%,10,Cool,1 ♥,Forretress,33
Mirror Shot,Steel,Special,65,85%,10,Cute,2 ♥♥,Forretress,31
Explosion,Normal,Physical,250,100%,5,Beauty,0,Forretress,38
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Forretress,45
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Forretress,50
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Forretress,55
Magnet Rise,Electric,Status,—,—%,10,Cute,2 ♥♥,Forretress,62
Zap Cannon,Electric,Special,120,50%,5,Cool,2 ♥♥,Forretress,67
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Nidoran♀,1
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Nidoran♀,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Nidoran♀,7
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidoran♀,9
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidoran♀,13
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Nidoran♀,19
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Nidoran♀,21
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Nidoran♀,25
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Nidoran♀,31
Flatter,Dark,Status,—,100%,15,Smart,2 ♥♥,Nidoran♀,33
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Nidoran♀,37
Captivate,Normal,Status,—,100%,20,Beauty,2 ♥♥,Nidoran♀,43
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Nidoran♀,45
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Nidorina,1
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Nidorina,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Nidorina,7
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidorina,9
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidorina,13
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Nidorina,20
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Nidorina,23
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Nidorina,28
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Nidorina,35
Flatter,Dark,Status,—,100%,15,Smart,2 ♥♥,Nidorina,38
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Nidorina,43
Captivate,Normal,Status,—,100%,20,Beauty,2 ♥♥,Nidorina,50
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Nidorina,58
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Nidoqueen,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Nidoqueen,1
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidoqueen,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidoqueen,1
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Nidoqueen,23
Earth Power,Ground,Special,90,100%,10,Smart,2 ♥♥,Nidoqueen,43
Superpower,Fighting,Physical,120,100%,5,Tough,2 ♥♥,Nidoqueen,58
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Nidoran♂,1
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Nidoran♂,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Nidoran♂,7
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidoran♂,9
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidoran♂,13
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Nidoran♂,19
Horn Attack,Normal,Physical,65,100%,25,Cool,3 ♥♥♥,Nidoran♂,21
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Nidoran♂,25
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Nidoran♂,31
Flatter,Dark,Status,—,100%,15,Smart,2 ♥♥,Nidoran♂,33
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Nidoran♂,37
Captivate,Normal,Status,—,100%,20,Beauty,2 ♥♥,Nidoran♂,43
Horn Drill,Normal,Physical,—,30%,5,Cool,0,Nidoran♂,45
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Nidorino,1
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Nidorino,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Nidorino,7
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidorino,9
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidorino,13
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Nidorino,20
Horn Attack,Normal,Physical,65,100%,25,Cool,3 ♥♥♥,Nidorino,23
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Nidorino,28
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Nidorino,35
Flatter,Dark,Status,—,100%,15,Smart,2 ♥♥,Nidorino,38
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Nidorino,43
Captivate,Normal,Status,—,100%,20,Beauty,2 ♥♥,Nidorino,50
Horn Drill,Normal,Physical,—,30%,5,Cool,0,Nidorino,58
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Nidoking,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Nidoking,1
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Nidoking,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Nidoking,1
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Nidoking,23
Earth Power,Ground,Special,90,100%,10,Smart,2 ♥♥,Nidoking,43
Megahorn,Bug,Physical,120,85%,10,Cool,2 ♥♥,Nidoking,58
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Yanma,1
Foresight,Normal,Status,—,—%,40,Smart,1 ♥,Yanma,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Yanma,6
Double Team,Normal,Status,—,—%,15,Cool,2 ♥♥,Yanma,11
SonicBoom,Normal,Special,—,90%,20,Cool,3 ♥♥♥,Yanma,14
Detect,Fighting,Status,—,—%,5,Cool,0,Yanma,17
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Yanma,22
Uproar,Normal,Special,50,100%,10,Cute,2 ♥♥,Yanma,27
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Yanma,30
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Yanma,33
Hypnosis,Psychic,Status,—,60%,20,Smart,2 ♥♥,Yanma,38
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Yanma,43
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Yanma,46
U-turn,Bug,Physical,70,100%,20,Cute,0,Yanma,49
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Yanma,54
Bug Buzz,Bug,Special,90,100%,10,Cute,2 ♥♥,Yanma,57
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Yanmega,1
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Yanmega,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Yanmega,1
Foresight,Normal,Status,—,—%,40,Smart,1 ♥,Yanmega,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Yanmega,1
Double Team,Normal,Status,—,—%,15,Cool,2 ♥♥,Yanmega,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Yanmega,6
Double Team,Normal,Status,—,—%,15,Cool,2 ♥♥,Yanmega,11
SonicBoom,Normal,Special,—,90%,20,Cool,3 ♥♥♥,Yanmega,14
Detect,Fighting,Status,—,—%,5,Cool,0,Yanmega,17
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Yanmega,22
Uproar,Normal,Special,50,100%,10,Cute,2 ♥♥,Yanmega,27
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Yanmega,30
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Yanmega,33
Feint,Normal,Physical,50,100%,10,Beauty,0,Yanmega,38
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Yanmega,43
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Yanmega,46
U-turn,Bug,Physical,70,100%,20,Cute,0,Yanmega,49
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Yanmega,54
Bug Buzz,Bug,Special,90,100%,10,Cute,2 ♥♥,Yanmega,57
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Sunkern,1
Growth,Normal,Status,—,—%,40,Beauty,0,Sunkern,1
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Sunkern,5
Ingrain,Grass,Status,—,—%,20,Smart,0,Sunkern,9
GrassWhistle,Grass,Status,—,55%,15,Smart,0,Sunkern,13
Leech Seed,Grass,Status,—,90%,10,Smart,0,Sunkern,17
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Sunkern,21
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Sunkern,25
Razor Leaf,Grass,Physical,55,95%,25,Cool,3 ♥♥♥,Sunkern,29
Synthesis,Grass,Status,—,—%,5,Smart,0,Sunkern,33
Sunny Day,Fire,Status,—,—%,5,Beauty,2 ♥♥,Sunkern,37
Giga Drain,Grass,Special,60,100%,10,Smart,1 ♥,Sunkern,41
Seed Bomb,Grass,Physical,80,100%,15,Smart,3 ♥♥♥,Sunkern,45
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Sunflora,1
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Sunflora,1
Growth,Normal,Status,—,—%,40,Beauty,0,Sunflora,1
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Sunflora,5
Ingrain,Grass,Status,—,—%,20,Smart,0,Sunflora,9
GrassWhistle,Grass,Status,—,55%,15,Smart,0,Sunflora,13
Leech Seed,Grass,Status,—,90%,10,Smart,0,Sunflora,17
Bullet Seed,Grass,Physical,10,100%,30,Cool,2 ♥♥,Sunflora,21
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Sunflora,25
Razor Leaf,Grass,Physical,55,95%,25,Cool,3 ♥♥♥,Sunflora,29
Petal Dance,Grass,Special,90,100%,20,Beauty,0,Sunflora,33
Sunny Day,Fire,Status,—,—%,5,Beauty,2 ♥♥,Sunflora,37
SolarBeam,Grass,Special,120,100%,10,Cool,1 ♥,Sunflora,41
Leaf Storm,Grass,Special,140,90%,5,Cute,2 ♥♥,Sunflora,43
Uproar,Normal,Special,50,100%,10,Cute,2 ♥♥,Exeggcute,1
Barrage,Normal,Physical,15,85%,20,Tough,2 ♥♥,Exeggcute,1
Hypnosis,Psychic,Status,—,60%,20,Smart,2 ♥♥,Exeggcute,1
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Exeggcute,7
Leech Seed,Grass,Status,—,90%,10,Smart,0,Exeggcute,11
Bullet Seed,Grass,Physical,10,100%,30,Cool,2 ♥♥,Exeggcute,17
Stun Spore,Grass,Status,—,75%,30,Smart,2 ♥♥,Exeggcute,19
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Exeggcute,21
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Exeggcute,23
Confusion,Psychic,Special,50,100%,25,Smart,3 ♥♥♥,Exeggcute,27
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Exeggcute,33
Natural Gift,Normal,Physical,—,100%,15,Cool,2 ♥♥,Exeggcute,37
SolarBeam,Grass,Special,120,100%,10,Cool,1 ♥,Exeggcute,43
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Exeggcute,47
Seed Bomb,Grass,Physical,80,100%,15,Smart,3 ♥♥♥,Exeggutor,1
Barrage,Normal,Physical,15,85%,20,Tough,2 ♥♥,Exeggutor,1
Confusion,Psychic,Special,50,100%,25,Smart,3 ♥♥♥,Exeggutor,1
Hypnosis,Psychic,Status,—,60%,20,Smart,2 ♥♥,Exeggutor,1
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Exeggutor,1
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Exeggutor,17
Egg Bomb,Normal,Physical,100,75%,10,Tough,3 ♥♥♥,Exeggutor,27
Wood Hammer,Grass,Physical,120,100%,15,Tough,2 ♥♥,Exeggutor,37
Leaf Storm,Grass,Special,140,90%,5,Cute,2 ♥♥,Exeggutor,47
Wood Hammer,Grass,Physical,120,100%,15,Tough,2 ♥♥,Sudowoodo,1
Copycat,Normal,Status,—,—%,20,Cool,0,Sudowoodo,1
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Sudowoodo,1
Low Kick,Fighting,Physical,—,100%,20,Tough,3 ♥♥♥,Sudowoodo,1
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Sudowoodo,1
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Sudowoodo,6
Low Kick,Fighting,Physical,—,100%,20,Tough,3 ♥♥♥,Sudowoodo,9
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Sudowoodo,14
Mimic,Normal,Status,—,—%,10,Cute,0,Sudowoodo,17
Block,Normal,Status,—,—%,5,Cute,2 ♥♥,Sudowoodo,22
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Sudowoodo,25
Rock Tomb,Rock,Physical,50,80%,10,Smart,2 ♥♥,Sudowoodo,30
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Sudowoodo,33
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Sudowoodo,38
Sucker Punch,Dark,Physical,80,100%,5,Smart,2 ♥♥,Sudowoodo,41
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Sudowoodo,46
Hammer Arm,Fighting,Physical,100,90%,10,Cool,2 ♥♥,Sudowoodo,49
Counter,Fighting,Physical,—,100%,20,Tough,2 ♥♥,Wobbuffet,1
Mirror Coat,Psychic,Special,—,100%,20,Beauty,2 ♥♥,Wobbuffet,1
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Wobbuffet,1
Destiny Bond,Ghost,Status,—,—%,5,Smart,0,Wobbuffet,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Venonat,1
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Venonat,1
Foresight,Normal,Status,—,—%,40,Smart,1 ♥,Venonat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Venonat,5
Confusion,Psychic,Special,50,100%,25,Smart,3 ♥♥♥,Venonat,11
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Venonat,13
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Venonat,17
Stun Spore,Grass,Status,—,75%,30,Smart,2 ♥♥,Venonat,23
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Venonat,25
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Venonat,29
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Venonat,35
Zen Headbutt,Psychic,Physical,80,90%,15,Beauty,2 ♥♥,Venonat,37
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Venonat,41
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Venonat,47
Silver Wind,Bug,Special,60,100%,5,Beauty,2 ♥♥,Venomoth,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Venomoth,1
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Venomoth,1
Foresight,Normal,Status,—,—%,40,Smart,1 ♥,Venomoth,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Venomoth,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Venomoth,5
Confusion,Psychic,Special,50,100%,25,Smart,3 ♥♥♥,Venomoth,11
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Venomoth,13
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Venomoth,17
Stun Spore,Grass,Status,—,75%,30,Smart,2 ♥♥,Venomoth,23
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Venomoth,25
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Venomoth,29
Gust,Flying,Special,40,100%,35,Smart,3 ♥♥♥,Venomoth,31
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Venomoth,37
Zen Headbutt,Psychic,Physical,80,90%,15,Beauty,2 ♥♥,Venomoth,41
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Venomoth,47
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Venomoth,55
Bug Buzz,Bug,Special,90,100%,10,Cute,2 ♥♥,Venomoth,59
Vacuum Wave,Fighting,Special,40,100%,30,Smart,2 ♥♥,Scyther,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Scyther,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Scyther,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Scyther,5
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Scyther,9
False Swipe,Normal,Physical,40,100%,40,Cool,0,Scyther,13
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Scyther,17
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Scyther,21
Fury Cutter,Bug,Physical,10,95%,20,Cool,2 ♥♥,Scyther,25
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Scyther,29
Razor Wind,Normal,Special,80,100%,10,Cool,1 ♥,Scyther,33
Double Team,Normal,Status,—,—%,15,Cool,2 ♥♥,Scyther,37
X-Scissor,Bug,Physical,80,100%,15,Beauty,2 ♥♥,Scyther,41
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Scyther,45
Double Hit,Normal,Physical,35,90%,10,Smart,2 ♥♥,Scyther,49
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Scyther,53
Swords Dance,Normal,Status,—,—%,30,Beauty,0,Scyther,57
Feint,Normal,Physical,50,100%,10,Beauty,0,Scyther,61
Bullet Punch,Steel,Physical,40,100%,30,Smart,2 ♥♥,Scizor,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Scizor,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Scizor,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Scizor,5
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Scizor,9
False Swipe,Normal,Physical,40,100%,40,Cool,0,Scizor,13
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Scizor,17
Metal Claw,Steel,Physical,50,95%,35,Cool,2 ♥♥,Scizor,21
Fury Cutter,Bug,Physical,10,95%,20,Cool,2 ♥♥,Scizor,25
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Scizor,29
Razor Wind,Normal,Special,80,100%,10,Cool,1 ♥,Scizor,33
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Scizor,37
X-Scissor,Bug,Physical,80,100%,15,Beauty,2 ♥♥,Scizor,41
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Scizor,45
Double Hit,Normal,Physical,35,90%,10,Smart,2 ♥♥,Scizor,49
Iron Head,Steel,Physical,80,100%,15,Tough,2 ♥♥,Scizor,53
Swords Dance,Normal,Status,—,—%,30,Beauty,0,Scizor,57
Feint,Normal,Physical,50,100%,10,Beauty,0,Scizor,61
ViceGrip,Normal,Physical,55,100%,30,Tough,3 ♥♥♥,Pinsir,1
Focus Energy,Normal,Status,—,—%,30,Cool,0,Pinsir,1
Bind,Normal,Physical,15,75%,20,Tough,0,Pinsir,4
Seismic Toss,Fighting,Physical,—,100%,20,Tough,3 ♥♥♥,Pinsir,8
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Pinsir,13
Revenge,Fighting,Physical,60,100%,10,Tough,2 ♥♥,Pinsir,18
Brick Break,Fighting,Physical,75,100%,15,Cool,3 ♥♥♥,Pinsir,21
Vital Throw,Fighting,Physical,70,—%,10,Cool,2 ♥♥,Pinsir,25
X-Scissor,Bug,Physical,80,100%,15,Beauty,2 ♥♥,Pinsir,30
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Pinsir,35
Swords Dance,Normal,Status,—,—%,30,Beauty,0,Pinsir,38
Submission,Fighting,Physical,80,80%,25,Cool,3 ♥♥♥,Pinsir,42
Guillotine,Normal,Physical,—,30%,5,Cool,0,Pinsir,47
Superpower,Fighting,Physical,120,100%,5,Tough,2 ♥♥,Pinsir,52
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Heracross,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Heracross,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Heracross,1
Horn Attack,Normal,Physical,65,100%,25,Cool,3 ♥♥♥,Heracross,1
Endure,Normal,Status,—,—%,10,Tough,2 ♥♥,Heracross,1
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Heracross,7
Aerial Ace,Flying,Physical,60,—%,20,Cool,2 ♥♥,Heracross,13
Brick Break,Fighting,Physical,75,100%,15,Cool,3 ♥♥♥,Heracross,19
Counter,Fighting,Physical,—,100%,20,Tough,2 ♥♥,Heracross,25
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Heracross,31
Close Combat,Fighting,Physical,120,100%,5,Smart,2 ♥♥,Heracross,37
Reversal,Fighting,Physical,—,100%,15,Cool,2 ♥♥,Heracross,43
Feint,Normal,Physical,50,100%,10,Beauty,0,Heracross,49
Megahorn,Bug,Physical,120,85%,10,Cool,2 ♥♥,Heracross,55
Poison Gas,Poison,Status,—,55%,40,Smart,3 ♥♥♥,Koffing,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Koffing,1
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Koffing,6
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Koffing,10
Assurance,Dark,Physical,50,100%,10,Beauty,2 ♥♥,Koffing,15
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Koffing,19
Sludge,Poison,Special,65,100%,20,Tough,2 ♥♥,Koffing,24
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Koffing,28
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Koffing,33
Explosion,Normal,Physical,250,100%,5,Beauty,0,Koffing,37
Sludge Bomb,Poison,Special,90,100%,10,Tough,2 ♥♥,Koffing,42
Destiny Bond,Ghost,Status,—,—%,5,Smart,0,Koffing,46
Memento,Dark,Status,—,100%,10,Tough,0,Koffing,51
Poison Gas,Poison,Status,—,55%,40,Smart,3 ♥♥♥,Weezing,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Weezing,1
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Weezing,1
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Weezing,1
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Weezing,6
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Weezing,10
Assurance,Dark,Physical,50,100%,10,Beauty,2 ♥♥,Weezing,15
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Weezing,19
Sludge,Poison,Special,65,100%,20,Tough,2 ♥♥,Weezing,24
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Weezing,28
Double Hit,Normal,Physical,35,90%,10,Smart,2 ♥♥,Weezing,33
Explosion,Normal,Physical,250,100%,5,Beauty,0,Weezing,40
Sludge Bomb,Poison,Special,90,100%,10,Tough,2 ♥♥,Weezing,48
Destiny Bond,Ghost,Status,—,—%,5,Smart,0,Weezing,55
Memento,Dark,Status,—,100%,10,Tough,0,Weezing,63
Poison Gas,Poison,Status,—,55%,40,Smart,3 ♥♥♥,Grimer,1
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Grimer,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Grimer,4
Mud-Slap,Ground,Special,20,100%,10,Cute,3 ♥♥♥,Grimer,7
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Grimer,12
